
Active Connections

  Proto  Local Address          Foreign Address        State
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54089  dfw25s16-in-x0a:https  ESTABLISHED
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54090  dfw25s12-in-x0a:https  TIME_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54091  dfw25s16-in-x0a:https  ESTABLISHED
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54145  dfw25s16-in-x0a:https  ESTABLISHED
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54148  dfw25s12-in-x0a:https  TIME_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54163  dfw25s12-in-x0a:https  TIME_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:54547  dfw06s38-in-x0d:https  CLOSE_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:55064  dfw28s05-in-x0a:https  CLOSE_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:55065  [2607:f8b0:4023:1002::54]:https  CLOSE_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:55971  g2600-1406-0040-0588-0000-0000-0000-0057:https  CLOSE_WAIT
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:59243  [2607:f8b0:4023:1006::bc]:5228  ESTABLISHED
  TCP    [2600:1700:7260:7870:e474:e645:6363:3429]:64549  dfw25s26-in-x0a:https  ESTABLISHED
  TCP    [2600:1700:7260:7870:f508:13a7:d31f:5108]:51577  [2620:149:a43:206::e]:https  CLOSE_WAIT
  TCP    [2600:1700:7260:7870:f508:13a7:d31f:5108]:59300  dfw28s27-in-x0a:https  CLOSE_WAIT
  UDP    0.0.0.0:500            *:*                    
  UDP    0.0.0.0:2020           *:*                    
  UDP    0.0.0.0:2968           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:3702           *:*                    
  UDP    0.0.0.0:4500           *:*                    
  UDP    0.0.0.0:5050           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5353           *:*                    
  UDP    0.0.0.0:5355           *:*                    
  UDP    0.0.0.0:17500          *:*                    
  UDP    0.0.0.0:53534          *:*                    
  UDP    0.0.0.0:59083          *:*                    
  UDP    0.0.0.0:59240          *:*                    
  UDP    0.0.0.0:62876          *:*                    
  UDP    127.0.0.1:1900         *:*                    
  UDP    127.0.0.1:49346        *:*                    
  UDP    127.0.0.1:53598        *:*                    
  UDP    127.0.0.1:53599        *:*                    
  UDP    127.0.0.1:59242        *:*                    
  UDP    127.0.0.1:59783        *:*                    
  UDP    127.0.0.1:59784        *:*                    
  UDP    127.0.0.1:59878        *:*                    
  UDP    127.0.0.1:59879        *:*                    
  UDP    127.0.0.1:60688        *:*                    
  UDP    127.0.0.1:60689        *:*                    
  UDP    127.0.0.1:60902        *:*                    
  UDP    127.0.0.1:60903        *:*                    
  UDP    127.0.0.1:61030        *:*                    
  UDP    192.168.1.68:137       *:*                    
  UDP    192.168.1.68:138       *:*                    
  UDP    192.168.1.68:1900      *:*                    
  UDP    192.168.1.68:2177      *:*                    
  UDP    192.168.1.68:2968      *:*                    
  UDP    192.168.1.68:5353      *:*                    
  UDP    192.168.1.68:49345     *:*                    
  UDP    [::]:500               *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:3702              *:*                    
  UDP    [::]:4500              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5353              *:*                    
  UDP    [::]:5355              *:*                    
  UDP    [::]:53534             *:*                    
  UDP    [::]:59084             *:*                    
  UDP    [::]:59241             *:*                    
  UDP    [::]:62876             *:*                    
  UDP    [::1]:1900             *:*                    
  UDP    [::1]:5353             *:*                    
  UDP    [::1]:49344            *:*                    
  UDP    [2600:1700:7260:7870::4df]:2177  *:*                    
  UDP    [2600:1700:7260:7870:19e8:dfde:6822:f8cc]:2177  *:*                    
  UDP    [2600:1700:7260:7870:9d91:c2e7:4863:f2a7]:2177  *:*                    
  UDP    [2600:1700:7260:7870:e474:e645:6363:3429]:2177  *:*                    
  UDP    [2600:1700:7260:7870:e97e:b3a0:c74c:f084]:2177  *:*                    
  UDP    [2600:1700:7260:7870:f508:13a7:d31f:5108]:2177  *:*                    
  UDP    [2600:1700:7260:7870:f87b:e9b1:dbfe:ef41]:2177  *:*                    
  UDP    [fe80::f87b:e9b1:dbfe:ef41%12]:1900  *:*                    
  UDP    [fe80::f87b:e9b1:dbfe:ef41%12]:2177  *:*                    
  UDP    [fe80::f87b:e9b1:dbfe:ef41%12]:49343  *:*                    
